"clube","atleta","tipo_de_gol"
"Fortaleza","Romarinho","Regular"
"Sao Paulo","Brenner","Regular"
"Corinthians","Ramiro Moschen Benetti","Regular"
"Sao Paulo","Hernanes","Regular"
"Flamengo","Gabriel Barbosa","Regular"
"Coritiba","Sabino","Penalti"
"Ceara","Lima","Regular"
"Ceara","Vinícius","Regular"
"Ceara","Vinícius","Regular"
"Atletico-GO","Renato Kayzer","Regular"
"Fluminense","Francisco Evanilson de Lima Barbosa","Regular"
"Goias","Vinícius Lopes","Regular"
"Corinthians","Danilo Avelar","Regular"
"Corinthians","Fábio Sanches","Contra"
"Flamengo","Pedro","Regular"
"Flamengo","Éverton Ribeiro","Regular"
"Bahia","Rodrigo Eduardo Costa Marinho","Regular"
"Flamengo","Pedro","Regular"
"Bahia","José Élber Pimentel da Silva","Regular"
"Flamengo","Giorgian De Arrascaeta","Regular"
"Bahia","Daniel Sampaio Simões","Regular"
"Flamengo","Giorgian De Arrascaeta","Regular"
"Bragantino","Claudinho","Regular"
"Athletico-PR","Geuvânio","Regular"
"Palmeiras","Luiz Adriano","Regular"
"Internacional","Thiago Galhardo","Penalti"
"Vasco","Fellipe Bastos","Regular"
"Vasco","Germán Cano","Penalti"
"Santos","Lucas Veríssimo","Regular"
"Santos","Mário Sérgio Santos Costa","Regular"
"Gremio","Pepê","Regular"
"Sport","Iago Maidana","Penalti"
"Sport","Patric Cabral Lalau","Regular"
"Atletico-MG","Alan Steven Franco Palma","Regular"
"Atletico-MG","Jair Rodrigues Júnior","Regular"
"Atletico-MG","Alan Steven Franco Palma","Regular"
"Santos","Felipe Jonatan","Regular"
"Flamengo","Éverton Ribeiro","Regular"
"Fortaleza","Paulo Roberto Valoura Junior","Penalti"
"Flamengo","Gabriel Barbosa","Regular"
"Corinthians","Jô","Regular"
"Botafogo-RJ","Bruno Nazário","Regular"
"Botafogo-RJ","Salomon Kalou","Regular"
"Corinthians","Fagner","Penalti"
"Bragantino","Claudinho","Regular"
"Palmeiras","Gabriel Veron","Regular"
"Palmeiras","Willian Gomes de Siqueira","Regular"
"Bahia","Rodrigo Eduardo Costa Marinho","Regular"
"Internacional","Thiago Galhardo","Penalti"
"Bahia","Clayson Henrique da Silva Vieira","Penalti"
"Internacional","Patrick","Regular"
"Fluminense","Wellington Alves da Silva","Regular"
"Sao Paulo","Brenner","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Sao Paulo","Vitor Bueno","Regular"
"Vasco","Germán Cano","Regular"
"Atletico-GO","Edson Felipe da Cruz","Regular"
"Gremio","Isaque Elias","Regular"
"Sport","Leandro Barcia Montero","Regular"
"Goias","Elton Rodrigues Brandão","Contra"
"Sport","Marquinhos","Regular"
"Atletico-MG","Eduardo Sasha","Regular"
"Botafogo-RJ","Victor Luis","Penalti"
"Athletico-PR","Ravanelli Ferreira dos Santos","Regular"
"Fortaleza","Wellington Paulista","Penalti"
"Goias","Ignacio Jara","Regular"
"Goias","Rafael Moura","Penalti"
"Coritiba","Robson Fernandes","Regular"
"Goias","Sabino","Contra"
"Coritiba","Sabino","Penalti"
"Coritiba","William Matheus","Regular"
"Bragantino","Raul","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Fluminense","Rodrigo Junior Paula Silva","Regular"
"Flamengo","Filipe Luís","Regular"
"Flamengo","Gabriel Barbosa","Regular"
"Santos","Arthur Gomes","Regular"
"Santos","Mário Sérgio Santos Costa","Regular"
"Atletico-MG","Alan Steven Franco Palma","Regular"
"Santos","Mário Sérgio Santos Costa","Penalti"
"Palmeiras","Gabriel Veron","Regular"
"Palmeiras","Luiz Adriano","Penalti"
"Internacional","Thiago Galhardo","Regular"
"Internacional","Thiago Galhardo","Regular"
"Gremio","Alisson Euler de Freitas Castro","Regular"
"Gremio","Darlan Mendes","Regular"
"Vasco","Germán Cano","Regular"
"Atletico-GO","Renato Kayzer","Regular"
"Atletico-GO","Renato Kayzer","Regular"
"Athletico-PR","Fabinho","Regular"
"Santos","Madson","Regular"
"Santos","Mário Sérgio Santos Costa","Regular"
"Sao Paulo","Gabriel Sara","Regular"
"Sao Paulo","Gabriel Sara","Regular"
"Fluminense","Nenê","Regular"
"Fluminense","Nenê","Penalti"
"Corinthians","Mateus Vital","Regular"
"Gremio","Diego Souza","Penalti"
"Fortaleza","Osvaldo Filho","Regular"
"Atletico-MG","Jefferson Savarino","Regular"
"Bragantino","Alerrandro Barra Mansa Realino de Souza","Regular"
"Atletico-MG","Réver","Regular"
"Atletico-GO","Jean Paulo Fernandes Filho","Regular"
"Ceara","Charles Rigon Matos","Regular"
"Ceara","Luiz Otávio","Regular"
"Goias","Vinícius Lopes","Regular"
"Sport","Lucas Mugni","Regular"
"Palmeiras","Willian Gomes de Siqueira","Regular"
"Sport","Iago Maidana","Penalti"
"Palmeiras","José Rafael Vivian","Regular"
"Vasco","Germán Cano","Regular"
"Botafogo-RJ","Matheus Babi","Regular"
"Vasco","Ygor Catatau","Regular"
"Botafogo-RJ","Matheus Babi","Regular"
"Vasco","Ribamar","Regular"
"Corinthians","Carlos Gilberto do Nascimento Silva","Regular"
"Bahia","Nino Paraíba","Regular"
"Corinthians","Rómulo Otero","Regular"
"Bahia","Saldanha","Regular"
"Corinthians","Roni","Regular"
"Fortaleza","Felipe","Regular"
"Bragantino","Léo Ortiz","Regular"
"Ceara","Vinícius","Regular"
"Bragantino","Bruno Tubarão","Regular"
"Ceara","Wescley","Regular"
"Bragantino","Alerrandro Barra Mansa Realino de Souza","Regular"
"Bragantino","Lucas Evangelista","Regular"
"Atletico-GO","Gilvan","Regular"
"Atletico-MG","Keno","Regular"
"Atletico-GO","Oliveira","Regular"
"Atletico-MG","Keno","Regular"
"Atletico-GO","Gustavo Ferrareis","Regular"
"Atletico-MG","Nathan Allan de Souza","Regular"
"Atletico-MG","Keno","Penalti"
"Gremio","Aldemir Ferreira","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Regular"
"Coritiba","Robson Fernandes","Penalti"
"Sport","Hernane Vidal de Souza","Penalti"
"Sport","Iago Maidana","Penalti"
"Athletico-PR","Christian Roberto Alves Cardoso","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Internacional","Thiago Galhardo","Regular"
"Gremio","Isaque Elias","Regular"
"Atletico-MG","Keno","Regular"
"Atletico-MG","Keno","Regular"
"Atletico-MG","Keno","Regular"
"Vasco","Vinícius Paiva","Regular"
"Bragantino","Lucas Evangelista","Regular"
"Flamengo","Pedro","Regular"
"Palmeiras","Patrick de Paula","Regular"
"Botafogo-RJ","Victor Luis","Penalti"
"Atletico-GO","Hyuri","Regular"
"Goias","David Duarte","Regular"
"Ceara","Charles Rigon Matos","Regular"
"Ceara","Vinícius","Regular"
"Goias","Rafael Moura","Regular"
"Santos","Madson","Regular"
"Fortaleza","Gabriel Dias de Oliveira","Regular"
"Fluminense","Michel Araújo","Regular"
"Fluminense","Wanderson Felipe Cardoso dos Santos","Regular"
"Fluminense","Paulo Henrique Ganso","Penalti"
"Fluminense","Nino","Regular"
"Bahia","Gilberto Oliveira Souza Junior","Regular"
"Bahia","José Élber Pimentel da Silva","Regular"
"Botafogo-RJ","Pedro Raúl","Regular"
"Internacional","Thiago Galhardo","Penalti"
"Gremio","Pepê","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Regular"
"Palmeiras","Willian Gomes de Siqueira","Regular"
"Ceara","Eduardo Brock","Regular"
"Atletico-MG","Keno","Penalti"
"Atletico-MG","Guilherme Arana","Regular"
"Atletico-MG","Jefferson Savarino","Regular"
"Vasco","Martín Benítez","Regular"
"Atletico-MG","Cláudio Rodrigues Gomes","Penalti"
"Fluminense","Kevin Peterson dos Santos Silva","Contra"
"Botafogo-RJ","Caio Alexandre","Regular"
"Coritiba","Robson Fernandes","Regular"
"Sao Paulo","Reinaldo Manoel da Silva","Penalti"
"Flamengo","Bruno Henrique","Penalti"
"Flamengo","Pedro","Regular"
"Flamengo","Éverton Ribeiro","Regular"
"Athletico-PR","Renato Kayzer","Regular"
"Goias","Vinícius Lopes","Regular"
"Goias","Victor Andrade","Regular"
"Santos","Mário Sérgio Santos Costa","Penalti"
"Santos","Marcos Leonardo Santos Almeida","Regular"
"Santos","Jefferson","Contra"
"Sport","Marcão","Regular"
"Sport","Hernane Vidal de Souza","Penalti"
"Bahia","Saldanha","Regular"
"Corinthians","Danilo Avelar","Regular"
"Santos","Madson","Regular"
"Bahia","Rossicley Pereira da Silva","Regular"
"Bahia","Gilberto Oliveira Souza Junior","Regular"
"Bahia","Clayson Henrique da Silva Vieira","Regular"
"Flamengo","Gustavo Henrique Vernes","Regular"
"Flamengo","Pedro","Regular"
"Flamengo","Pedro","Regular"
"Gremio","Luiz Fernando Moraes dos Santos","Regular"
"Gremio","David Braz","Regular"
"Coritiba","Nathan Silva","Regular"
"Sao Paulo","Brenner","Regular"
"Sao Paulo","Gabriel Sara","Regular"
"Sao Paulo","Brenner","Regular"
"Fluminense","Fred","Regular"
"Fluminense","Nenê","Regular"
"Goias","Rafael Moura","Penalti"
"Goias","Rafael Moura","Regular"
"Fluminense","Rodrigo Junior Paula Silva","Regular"
"Fluminense","Yago Rocha","Regular"
"Botafogo-RJ","Caio Alexandre","Regular"
"Palmeiras","Willian Gomes de Siqueira","Regular"
"Botafogo-RJ","Pedro Raúl","Regular"
"Atletico-MG","Eduardo Sasha","Regular"
"Fortaleza","David Corrêa da Fonseca","Regular"
"Fortaleza","Bruno Ferreira Melo","Regular"
"Internacional","Thiago Galhardo","Regular"
"Internacional","Thiago Galhardo","Regular"
"Flamengo","Léo Pereira","Regular"
"Flamengo","Bruno Henrique","Regular"
"Vasco","Talles Magno","Regular"
"Sao Paulo","Vitor Bueno","Regular"
"Sao Paulo","Reinaldo Manoel da Silva","Penalti"
"Atletico-MG","Marrony","Regular"
"Atletico-MG","Nathan Allan de Souza","Regular"
"Atletico-MG","Keno","Penalti"
"Fluminense","Nenê","Penalti"
"Gremio","Diego Souza","Regular"
"Santos","Mário Sérgio Santos Costa","Penalti"
"Santos","Mário Sérgio Santos Costa","Penalti"
"Atletico-GO","Janderson","Regular"
"Atletico-GO","Matheus Cotulio Bossa","Regular"
"Bragantino","Claudinho","Regular"
"Botafogo-RJ","Caio Alexandre","Regular"
"Sport","Thiago Neves","Regular"
"Botafogo-RJ","Keisuke Honda","Regular"
"Corinthians","Leonardo Natel","Regular"
"Ceara","Carlos Gilberto do Nascimento Silva","Contra"
"Ceara","Fernando Sobral","Penalti"
"Internacional","Thiago Galhardo","Regular"
"Internacional","Abel Hernández","Regular"
"Athletico-PR","Renato Kayzer","Regular"
"Goias","Vinícius Lopes","Regular"
"Flamengo","Pedro","Regular"
"Flamengo","Pedro","Regular"
"Palmeiras","Gabriel Veron","Regular"
"Coritiba","Robson Fernandes","Regular"
"Coritiba","Robson Fernandes","Regular"
"Coritiba","Giovanni Augusto","Regular"
"Gremio","Diego Souza","Regular"
"Gremio","Pepê","Regular"
"Gremio","Pepê","Regular"
"Botafogo-RJ","Matheus Babi","Regular"
"Atletico-GO","Chico","Regular"
"Corinthians","Everaldo","Regular"
"Atletico-MG","Guilherme Arana","Regular"
"Fluminense","Caio Paulista","Regular"
"Sport","Marquinhos","Regular"
"Internacional","Patrick","Regular"
"Sport","Leandro Barcia Montero","Regular"
"Internacional","Rodrigo Moledo","Regular"
"Internacional","Adryelson","Contra"
"Sport","Mikael","Regular"
"Internacional","Yuri Alberto","Regular"
"Internacional","Patrick","Regular"
"Bragantino","Claudinho","Regular"
"Flamengo","Lincoln Corrêa dos Santos","Regular"
"Goias","Vinícius Lopes","Regular"
"Bahia","Fessin (futebolista)","Regular"
"Atletico-GO","Zé Roberto","Regular"
"Athletico-PR","Léo Cittadini","Regular"
"Santos","Kaio Jorge","Regular"
"Santos","Yeferson Soteldo","Penalti"
"Coritiba","Giovanni Augusto","Regular"
"Fluminense","Luiz Henrique","Regular"
"Fluminense","Danilo Barcelos","Regular"
"Ceara","Hudson","Contra"
"Ceara","Vinícius","Regular"
"Corinthians","Carlos Gilberto do Nascimento Silva","Regular"
"Flamengo","Bruno Henrique","Regular"
"Flamengo","Éverton Ribeiro","Regular"
"Flamengo","Diego Ribas","Regular"
"Flamengo","Victor Vinícius Coelho Santos","Regular"
"Flamengo","Natan Bernardo de Souza","Regular"
"Internacional","Thiago Galhardo","Penalti"
"Internacional","Edenílson Andrade dos Santos","Regular"
"Fortaleza","David Corrêa da Fonseca","Regular"
"Fortaleza","David Corrêa da Fonseca","Regular"
"Bragantino","Claudinho","Regular"
"Bragantino","Ricardo Ryller","Regular"
"Bahia","Gilberto Oliveira Souza Junior","Regular"
"Bahia","Gilberto Oliveira Souza Junior","Regular"
"Atletico-MG","Jefferson Savarino","Regular"
"Bahia","Daniel Sampaio Simões","Regular"
"Corinthians","Gustavo Mantuan","Regular"
"Corinthians","Everaldo","Regular"
"Vasco","Ribamar","Regular"
"Bragantino","Ytalo José dos Santos","Regular"
"Bragantino","Claudinho","Regular"
"Ceara","Vinícius","Regular"
"Ceara","Carlos Eduardo Santos Oliveira","Regular"
"Coritiba","Rodrigo Muniz","Regular"
"Palmeiras","Luiz Adriano","Regular"
"Palmeiras","Luiz Adriano","Regular"
"Palmeiras","Wesley Ribeiro Silva","Regular"
"Fluminense","Marcos Paulo Costa do Nascimento","Regular"
"Santos","Mário Sérgio Santos Costa","Regular"
"Fluminense","Luccas Claro","Regular"
"Fluminense","Nino","Regular"
"Athletico-PR","Carlos Eduardo Ferreira de Souza","Regular"
"Gremio","Aldemir Ferreira","Regular"
"Gremio","Thiago Heleno","Contra"
"Internacional","Abel Hernández","Regular"
"Internacional","Thiago Galhardo","Regular"
"Flamengo","Pedro","Regular"
"Flamengo","Éverton Ribeiro","Regular"
"Botafogo-RJ","Keisuke Honda","Penalti"
"Botafogo-RJ","Matheus Babi","Regular"
"Ceara","Cléber","Regular"
"Ceara","Leandro Carvalho","Regular"
"Coritiba","Matheus Galdezani","Regular"
"Corinthians","Matheus Alvarenga de Oliveira","Regular"
"Fluminense","Wellington Alves da Silva","Regular"
"Sao Paulo","Danilo Neves","Regular"
"Sao Paulo","Brenner","Regular"
"Sao Paulo","Reinaldo Manoel da Silva","Penalti"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Flamengo","Pedro","Regular"
"Sport","Thiago Neves","Regular"
"Santos","Madson","Regular"
"Santos","Mário Sérgio Santos Costa","Regular"
"Santos","Jobson Souza Santos","Regular"
"Bahia","Daniel Sampaio Simões","Regular"
"Goias","Shaylon","Regular"
"Vasco","Léo Matos","Regular"
"Palmeiras","Wesley Ribeiro Silva","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Regular"
"Palmeiras","Rony","Regular"
"Gremio","David Braz","Regular"
"Gremio","Luis Manuel Orejuela","Regular"
"Bragantino","Jan Hurtado","Regular"
"Athletico-PR","Carlos Eduardo Ferreira de Souza","Regular"
"Athletico-PR","Renato Kayzer","Regular"
"Fortaleza","Bérgson Gustavo Silveira da Silva","Regular"
"Sao Paulo","Igor Gomes","Regular"
"Goias","José Fernando Viana de Santana","Regular"
"Sao Paulo","Brenner","Regular"
"Atletico-GO","Oliveira","Regular"
"Corinthians","Fábio Santos","Penalti"
"Internacional","Yuri Alberto","Regular"
"Internacional","Gustavo Nonato Santana","Regular"
"Coritiba","Giovanni Augusto","Regular"
"Coritiba","Sabino","Regular"
"Palmeiras","Luiz Adriano","Regular"
"Atletico-MG","Gustavo Henrique Vernes","Contra"
"Atletico-MG","Keno","Regular"
"Atletico-MG","Eduardo Sasha","Regular"
"Atletico-MG","Matías Zaracho","Regular"
"Bahia","Rodrigo Eduardo Costa Marinho","Penalti"
"Santos","Léo Ortiz","Contra"
"Bragantino","Léo Ortiz","Regular"
"Gremio","Pepê","Regular"
"Bahia","José Carlos Ferreira Júnior","Regular"
"Fortaleza","Bérgson Gustavo Silveira da Silva","Regular"
"Bahia","Gilberto Oliveira Souza Junior","Penalti"
"Vasco","Germán Cano","Regular"
"Vasco","Germán Cano","Regular"
"Santos","Kaio Jorge","Regular"
"Santos","Ivonei","Regular"
"Athletico-PR","Renato Kayzer","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Fortaleza","David Corrêa da Fonseca","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Fortaleza","Wellington Paulista","Regular"
"Sao Paulo","Gabriel Sara","Regular"
"Gremio","Diego Souza","Regular"
"Gremio","Diego Churín","Regular"
"Gremio","Jean Pyerre","Regular"
"Ceara","Kelvyn","Regular"
"Gremio","Pepê","Regular"
"Ceara","Tiago Pagnussat","Regular"
"Atletico-MG","Marrony","Regular"
"Corinthians","Matheus Alvarenga de Oliveira","Regular"
"Atletico-MG","Guilherme Arana","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Penalti"
"Flamengo","Bruno Henrique","Regular"
"Atletico-GO","Zé Roberto","Regular"
"Bahia","José Élber Pimentel da Silva","Regular"
"Bahia","José Carlos Cracco Neto","Regular"
"Coritiba","Giovanni Augusto","Regular"
"Bragantino","Claudinho","Penalti"
"Botafogo-RJ","Matheus Babi","Regular"
"Bragantino","Ytalo José dos Santos","Regular"
"Athletico-PR","Christian Roberto Alves Cardoso","Regular"
"Athletico-PR","Nikão","Regular"
"Bragantino","Claudinho","Regular"
"Bragantino","Claudinho","Regular"
"Bragantino","Ytalo José dos Santos","Regular"
"Bragantino","Hélio Junio Nunes de Castro","Regular"
"Athletico-PR","Thiago Heleno","Regular"
"Coritiba","Mattheus Oliveira","Regular"
"Flamengo","Bruno Henrique","Regular"
"Flamengo","Giorgian De Arrascaeta","Regular"
"Flamengo","Renê Rodrigues Martins","Regular"
"Goias","Miguel Figueira","Regular"
"Ceara","Lima","Regular"
"Ceara","Felipe Vizeu","Regular"
"Atletico-MG","Eduardo Sasha","Regular"
"Atletico-MG","Keno","Penalti"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Vasco","Germán Cano","Regular"
"Fluminense","Lucca Borges de Brito","Regular"
"Fluminense","Caio Paulista","Regular"
"Internacional","Maurício","Regular"
"Fortaleza","David Corrêa da Fonseca","Regular"
"Botafogo-RJ","Warley","Regular"
"Fortaleza","Bérgson Gustavo Silveira da Silva","Regular"
"Atletico-GO","Janderson","Regular"
"Sao Paulo","Diego Costa","Regular"
"Ceara","Léo Chú","Regular"
"Botafogo-RJ","Marcelo da Conceição Benevenuto Malaquias","Regular"
"Atletico-MG","Jefferson Savarino","Regular"
"Atletico-MG","Eduardo Sasha","Regular"
"Corinthians","Fábio Santos","Penalti"
"Fortaleza","Wellington Paulista","Regular"
"Goias","José Fernando Viana de Santana","Regular"
"Sport","Marquinhos","Regular"
"Santos","Mário Sérgio Santos Costa","Penalti"
"Sport","Leandro Barcia Montero","Regular"
"Santos","Yeferson Soteldo","Penalti"
"Santos","Lucas Braga Ribeiro","Regular"
"Santos","Bruno Henrique Marques Torres","Regular"
"Palmeiras","Rony","Regular"
"Palmeiras","Rony","Regular"
"Palmeiras","Patrick de Paula","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Sao Paulo","Robert Arboleda","Regular"
"Bahia","Clayson Henrique da Silva Vieira","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Gremio","Maicon","Regular"
"Goias","João Marcos Lima Candido","Regular"
"Gremio","Jean Pyerre","Regular"
"Ceara","Saulo Mineiro","Regular"
"Ceara","Pedro Henrique Naressi Machado","Regular"
"Vasco","Ribamar","Penalti"
"Ceara","Cléber","Regular"
"Ceara","Vinícius","Penalti"
"Sao Paulo","Hernanes","Regular"
"Sao Paulo","Igor Gomes","Regular"
"Sao Paulo","Brenner","Regular"
"Flamengo","Éverton Ribeiro","Regular"
"Santos","Mário Sérgio Santos Costa","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Penalti"
"Palmeiras","Willian Gomes de Siqueira","Regular"
"Santos","Diego Pituca","Regular"
"Fluminense","Marcos Paulo Costa do Nascimento","Regular"
"Fluminense","Marcos Paulo Costa do Nascimento","Regular"
"Athletico-PR","Léo Cittadini","Regular"
"Fluminense","Nenê","Regular"
"Ceara","Saulo Mineiro","Regular"
"Ceara","Vinícius","Regular"
"Sao Paulo","Luciano da Rocha Neves","Regular"
"Gremio","César Pinares","Regular"
"Gremio","Lucas Silva Borges","Penalti"
"Gremio","Diego Souza","Regular"
"Gremio","Diego Souza","Regular"
"Atletico-MG","Hyoran","Regular"
"Atletico-MG","Damián Musto","Contra"
"Internacional","Yuri Alberto","Regular"
"Internacional","João Peglow","Regular"
"Goias","Rafael Moura","Regular"
"Sao Paulo","Hernanes","Regular"
"Sao Paulo","Brenner","Regular"
"Sao Paulo","Brenner","Regular"
"Sao Paulo","Reinaldo Manoel da Silva","Penalti"
"Atletico-MG","Eduardo Vargas","Regular"
"Bragantino","Luan Cândido","Regular"
"Fortaleza","Paulo Roberto Valoura Junior","Penalti"
"Bragantino","Thonny Anderson","Regular"
"Internacional","Patrick","Regular"
"Internacional","Yuri Alberto","Regular"
"Botafogo-RJ","Pedro Raúl","Regular"
"Palmeiras","Rony","Regular"
"Palmeiras","Willian Gomes de Siqueira","Regular"
"Palmeiras","Raphael Cavalcante Veiga","Penalti"
"Atletico-GO","Jean Paulo Fernandes Filho","Penalti"
"Ceara","Léo Chú","Regular"
"Atletico-GO","Roberson","Regular"
"Flamengo","Filipe Luís","Regular"
"Santos","Bruno Henrique Marques Torres","Regular"
"Flamengo","Gabriel Barbosa","Penalti"
