"clube","cartao","atleta"
"Sao Paulo","Amarelo","Marcos Paulo Costa do Nascimento"
"Sao Paulo","Amarelo","Raí Ramos"
"Sao Paulo","Amarelo","Pablo Maia"
"America-MG","Amarelo","Everaldo"
"Sao Paulo","Amarelo","Luciano da Rocha Neves"
"Sao Paulo","Amarelo","Patryck"
"America-MG","Amarelo","Éder"
"America-MG","Amarelo","Lucas Kal"
"Cruzeiro","Amarelo","Marlon Rodrigues Xavier"
"Cruzeiro","Amarelo","Richard Candido Coelho"
"Cruzeiro","Amarelo","Ramiro"
"Gremio","Amarelo","Luis Alberto Suárez"
"Cruzeiro","Vermelho","Oliveira"
"Cruzeiro","Amarelo","Oliveira"
"Cruzeiro","Amarelo","Gilberto Oliveira Souza Junior"
"Gremio","Amarelo","Walter Kannemann"
"Internacional","Amarelo","Gustavo Campanharo"
"Flamengo","Amarelo","Everton Cebolinha"
"Internacional","Amarelo","Maurício Magalhães Prado"
"Internacional","Amarelo","Vitão"
"Santos","Amarelo","Rodrigo Fernández"
"Atletico-MG","Amarelo","Mariano"
"Atletico-MG","Amarelo","Hyoran"
"Santos","Amarelo","Luan Dias"
"Santos","Amarelo","Douglas Moreira"
"Atletico-MG","Amarelo","Otávio Henrique Passos Santos"
"Vasco","Amarelo","Pedro Raul"
"Vasco","Amarelo","Jair Rodrigues Júnior"
"Palmeiras","Amarelo","Gabriel Menino"
"Vasco","Amarelo","Gabriel Pec"
"Vasco","Amarelo","Lucas Piton"
"Palmeiras","Amarelo","Murilo Cerqueira"
"Palmeiras","Amarelo","José Rafael Vivian"
"Coritiba","Amarelo","Alef Manga"
"Fortaleza","Amarelo","Calebe Gonçalves Ferreira da Silva"
"Fortaleza","Amarelo","Emanuel Brítez"
"Goias","Amarelo","Julián Palacios"
"Goias","Amarelo","Matheus Peixoto"
"Corinthians","Amarelo","Fausto Vera"
"Goias","Amarelo","Lucas Halter"
"Goias","Amarelo","Zé Ricardo"
"Goias","Amarelo","Bruno Melo"
"Corinthians","Amarelo","Fábio Santos"
"Bahia","Amarelo","Gabriel Teixeira"
"Botafogo-RJ","Amarelo","Tiquinho Soares"
"Botafogo-RJ","Amarelo","Leonel Di Plácido"
"Coritiba","Amarelo","Kaio César Andrade Lima"
"Coritiba","Amarelo","Bruno Gomes"
"Sao Paulo","Amarelo","Michel Araújo"
"Coritiba","Amarelo","Gabriel Vasconcellos Ferreira"
"Coritiba","Amarelo","Benjamín Kuscevic"
"Fluminense","Amarelo","John Kennedy"
"Fluminense","Amarelo","Keno"
"Fluminense","Amarelo","Gabriel Pirani"
"Palmeiras","Amarelo","Mayke"
"Corinthians","Amarelo","Du Queiroz"
"Corinthians","Amarelo","Róger Guedes"
"Palmeiras","Amarelo","Rafael Navarro"
"Palmeiras","Amarelo","Joaquín Piquerez"
"Corinthians","Amarelo","Giuliano Victor de Paula"
"Santos","Vermelho","Eduardo"
"Santos","Amarelo","Nathan Santos"
"America-MG","Amarelo","Iago Maidana"
"America-MG","Amarelo","Alexandre Egea"
"Santos","Amarelo","Rodrigo Fernández"
"Santos","Amarelo","Douglas Moreira"
"America-MG","Amarelo","Everaldo"
"America-MG","Amarelo","Éder"
"Bragantino","Vermelho","Aderlan Silva"
"Bragantino","Amarelo","Cleiton Schwengber"
"Bragantino","Amarelo","Thiago Borbas"
"Cruzeiro","Amarelo","Neris"
"Cruzeiro","Amarelo","Ramiro"
"Bragantino","Vermelho","Cleiton Schwengber"
"Bragantino","Amarelo","Jadsom"
"Bragantino","Amarelo","Hélio Junio Nunes de Castro"
"Cruzeiro","Amarelo","Luciano Castán"
"Atletico-MG","Amarelo","Mauricio Lemos"
"Athletico-PR","Amarelo","Agustín Canobbio"
"Athletico-PR","Amarelo","Alex Paulo Menezes Santana"
"Athletico-PR","Vermelho","Alex Paulo Menezes Santana"
"Atletico-MG","Amarelo","Éverson Felipe Marques Pires"
"Atletico-MG","Amarelo","Réver"
"Athletico-PR","Amarelo","Léo Linck"
"Botafogo-RJ","Vermelho","Rafael Pereira da Silva"
"Flamengo","Amarelo","David Luiz"
"Flamengo","Amarelo","Gabriel Barbosa"
"Botafogo-RJ","Amarelo","Tiquinho Soares"
"Flamengo","Amarelo","Thiago Maia"
"Flamengo","Amarelo","Arturo Vidal"
"Botafogo-RJ","Amarelo","Víctor Cuesta"
"Botafogo-RJ","Amarelo","Rafael Pereira da Silva"
"Cuiaba","Amarelo","Deyverson"
"Cuiaba","Amarelo","Raniele"
"Gremio","Amarelo","João Paulo Bitello"
"Gremio","Amarelo","Walter Kannemann"
"Gremio","Amarelo","Mila"
"Cuiaba","Vermelho","Patric"
"Cuiaba","Amarelo","Ronald"
"Cuiaba","Amarelo","Patric"
"Gremio","Amarelo","Diogo Barbosa"
"Gremio","Amarelo","Bruno Alves"
"Goias","Vermelho","Magno Jose da Silva"
"Internacional","Amarelo","Gabriel Mercado"
"Internacional","Amarelo","Carlos de Pena"
"Internacional","Amarelo","Alexandre Alemão"
"Internacional","Amarelo","Alan Patrick"
"Goias","Amarelo","Magno Jose da Silva"
"Vasco","Amarelo","Andrey Santos"
"Bahia","Amarelo","Ademir"
"Bahia","Amarelo","Nicolás Acevedo"
"Bahia","Amarelo","Vítor Jacaré"
"Bahia","Amarelo","Matheus Bahia Santos"
"Cruzeiro","Amarelo","Richard Candido Coelho"
"Cruzeiro","Amarelo","Ramiro"
"Cruzeiro","Amarelo","Matheus Jussa"
"Santos","Amarelo","Gabriel Inocêncio"
"Cruzeiro","Amarelo","Henrique Dourado"
"Cruzeiro","Amarelo","Oliveira"
"Cruzeiro","Amarelo","William de Asevedo Furtado"
"Santos","Amarelo","Rodrigo Fernández"
"Santos","Amarelo","Lucas Rafael Araújo Lima"
"Fluminense","Amarelo","John Kennedy"
"Fluminense","Amarelo","André"
"Vasco","Amarelo","Figueiredo"
"Fluminense","Amarelo","Felipe Melo"
"Vasco","Amarelo","Eguinaldo"
"Vasco","Amarelo","Leo Jardim"
"America-MG","Amarelo","Mateus Gonçalves Martins"
"America-MG","Amarelo","Alexandre Egea"
"Cuiaba","Amarelo","Mateusinho"
"Cuiaba","Amarelo","Alan Empereur"
"America-MG","Vermelho","Matheus Cavichioli"
"America-MG","Amarelo","Marlon"
"Cuiaba","Amarelo","Pablo Cepellini"
"Cuiaba","Amarelo","Ronald"
"Bahia","Amarelo","Vítor Jacaré"
"Coritiba","Amarelo","Jamerson Bahia"
"Coritiba","Amarelo","Victor Luis"
"Coritiba","Amarelo","Gabriel Boschilia"
"Bahia","Amarelo","Gabriel Teixeira"
"Coritiba","Amarelo","Matheus Bianqui"
"Coritiba","Amarelo","Henrique Adriano Buss"
"Coritiba","Amarelo","Bruno Viana"
"Coritiba","Amarelo","Willian Farias"
"Flamengo","Amarelo","Gabriel Barbosa"
"Athletico-PR","Amarelo","Erick Luis Conrado Carvalho"
"Flamengo","Amarelo","Erick Pulgar"
"Athletico-PR","Amarelo","Fernandinho"
"Sao Paulo","Amarelo","Wellington Rato"
"Sao Paulo","Amarelo","Rafinha"
"Internacional","Amarelo","Rodrigo Moledo"
"Internacional","Amarelo","Maurício Magalhães Prado"
"Sao Paulo","Amarelo","Gabriel Neves"
"Internacional","Amarelo","Lucca Holanda Sampaio Tavares"
"Internacional","Amarelo","Gabriel Mercado"
"Gremio","Amarelo","Gustavo Martins"
"Gremio","Amarelo","Bruno Uvini"
"Bragantino","Amarelo","Matheus Fernandes"
"Gremio","Amarelo","Nathan"
"Gremio","Amarelo","Everton"
"Gremio","Amarelo","Vina"
"Bragantino","Amarelo","Vitor Hugo Naum dos Santos"
"Botafogo-RJ","Amarelo","Lucas Fernandes da Silva"
"Atletico-MG","Amarelo","Rodrigo Battaglia"
"Atletico-MG","Amarelo","Mauricio Lemos"
"Atletico-MG","Amarelo","Rubens"
"Goias","Vermelho","Lucas Halter"
"Goias","Amarelo","Diego"
"Palmeiras","Amarelo","Endrick"
"Palmeiras","Amarelo","José Rafael Vivian"
"Palmeiras","Amarelo","Raphael Cavalcante Veiga"
"Goias","Amarelo","Bruno Melo"
"Palmeiras","Amarelo","Gustavo Gómez"
"Palmeiras","Amarelo","Joaquín Piquerez"
"Palmeiras","Amarelo","Mayke"
"Corinthians","Amarelo","Murillo"
"Fortaleza","Amarelo","Silvio Romero"
"Corinthians","Amarelo","Fausto Vera"
"Fortaleza","Amarelo","Bruno Pacheco"
"Santos","Amarelo","Lucas Rafael Araújo Lima"
"Santos","Amarelo","Deivid Washington"
"Bahia","Amarelo","Nicolás Acevedo"
"Bahia","Amarelo","Jhoanner Chávez"
"Santos","Amarelo","Lucas Braga Ribeiro"
"Bahia","Amarelo","Kanu"
"Bahia","Amarelo","Neuciano Gusmão"
"Internacional","Amarelo","Gabriel Barros"
"Athletico-PR","Amarelo","Vitor Bueno"
"Athletico-PR","Amarelo","Pedro Henrique Ribeiro Gonçalves"
"Internacional","Amarelo","Igor Gomes"
"Athletico-PR","Amarelo","Bento Matheus Krepski"
"Athletico-PR","Amarelo","Hugo Moura"
"Bragantino","Amarelo","Vitor Hugo Naum dos Santos"
"Bragantino","Amarelo","Thiago Borbas"
"America-MG","Amarelo","Éder"
"America-MG","Amarelo","Márcio Almeida de Oliveira"
"Bragantino","Amarelo","Eduardo Santos"
"Bragantino","Amarelo","Jadsom"
"Bragantino","Amarelo","Eduardo Sasha"
"America-MG","Amarelo","Everaldo"
"Atletico-MG","Amarelo","Eduardo Vargas"
"Cuiaba","Amarelo","Marllon Borges"
"Atletico-MG","Amarelo","Matías Zaracho"
"Goias","Amarelo","Vinícius Santos Silva"
"Fluminense","Amarelo","Fábio Deivson Lopes Maciel"
"Fluminense","Amarelo","Manoel Messias Silva Carvalho"
"Fluminense","Amarelo","Marcelo Vieira da Silva Júnior"
"Fluminense","Vermelho","André"
"Cruzeiro","Amarelo","Wesley Ribeiro Silva"
"Fluminense","Amarelo","André"
"Fluminense","Amarelo","Thiago dos Santos"
"Palmeiras","Amarelo","José Rafael Vivian"
"Gremio","Amarelo","Bruno Uvini"
"Gremio","Amarelo","Mathías Villasanti"
"Palmeiras","Amarelo","Joaquín Piquerez"
"Gremio","Amarelo","Walter Kannemann"
"Gremio","Amarelo","Gabriel Grando"
"Coritiba","Amarelo","Zé Roberto"
"Coritiba","Amarelo","Natanael"
"Vasco","Amarelo","Matías Galarza"
"Botafogo-RJ","Amarelo","Víctor Cuesta"
"Corinthians","Amarelo","Fábio Santos"
"Corinthians","Amarelo","Carlos Gilberto do Nascimento Silva"
"Fortaleza","Vermelho","Emanuel Brítez"
"Fortaleza","Amarelo","Emanuel Brítez"
"Sao Paulo","Amarelo","Gabriel Neves"
"Sao Paulo","Amarelo","Raí Ramos"
"Sao Paulo","Vermelho","Rodrigo Nestor"
"Fortaleza","Amarelo","Yago Pikachu"
"Sao Paulo","Amarelo","Alisson Euler de Freitas Castro"
"Sao Paulo","Amarelo","Rodrigo Nestor"
"Bahia","Vermelho","Kanu"
"Bahia","Amarelo","Yago Rocha"
"Bahia","Amarelo","David Duarte"
"Bahia","Amarelo","Vitor Hugo Franchescoli de Souza"
"Flamengo","Amarelo","Giorgian De Arrascaeta"
"Flamengo","Amarelo","Fabrício Bruno"
"Bahia","Vermelho","Julio Cesar de Rezende Miranda"
"Bahia","Amarelo","Kanu"
"Bahia","Amarelo","Ademir"
"Bahia","Amarelo","Julio Cesar de Rezende Miranda"
"Flamengo","Amarelo","Ayrton Lucas Dantas de Medeiros"
"Flamengo","Amarelo","Léo Pereira"
"Flamengo","Amarelo","Arturo Vidal"
"Fluminense","Amarelo","Giovanni Manson Ribeiro"
"Fluminense","Amarelo","Guga"
"Cuiaba","Amarelo","Matheus Alexandre Anastácio de Souza"
"Cuiaba","Amarelo","Walter Leandro Capeloza Artune"
"Fluminense","Amarelo","Jhon Arias"
"Cuiaba","Amarelo","Mateusinho"
"Cuiaba","Amarelo","Denilson"
"Bragantino","Amarelo","Alerrandro Barra Mansa Realino de Souza"
"Bragantino","Amarelo","Eric dos Santos Rodrigues"
"Palmeiras","Amarelo","Gustavo Gómez"
"Bragantino","Amarelo","Cleiton Schwengber"
"Bragantino","Amarelo","Juninho Capixaba"
"Atletico-MG","Amarelo","Jemerson de Jesus Nascimento"
"Internacional","Amarelo","Nicolás Hernández"
"Internacional","Amarelo","Alexandre Alemão"
"Atletico-MG","Amarelo","Cristian Pavón"
"Internacional","Amarelo","Rômulo Zwarg"
"Gremio","Amarelo","Walter Kannemann"
"Fortaleza","Amarelo","Lucas Sasha"
"Fortaleza","Amarelo","Brayan Ceballos"
"Gremio","Amarelo","Mathías Villasanti"
"Gremio","Amarelo","Reinaldo Manoel da Silva"
"Fortaleza","Amarelo","Calebe Gonçalves Ferreira da Silva"
"Fortaleza","Amarelo","Cristian Chagas Tarouco"
"Vasco","Amarelo","Leonardo Pinheiro"
"Vasco","Amarelo","José Luis Rodríguez Bebanz"
"Santos","Amarelo","Nathan Santos"
"Vasco","Amarelo","Robson Bambu"
"Vasco","Amarelo","Erick Marcus"
"Corinthians","Amarelo","Fagner"
"Sao Paulo","Amarelo","Rafinha"
"Sao Paulo","Amarelo","Lucas Beraldo"
"Corinthians","Amarelo","Carlos Gilberto do Nascimento Silva"
"Sao Paulo","Amarelo","Luciano da Rocha Neves"
"Sao Paulo","Amarelo","Caio Paulista"
"Athletico-PR","Amarelo","Fernandinho"
"Coritiba","Amarelo","Marcos Vinícius"
"Coritiba","Amarelo","Marcelino Moreno"
"Athletico-PR","Amarelo","Vitor Bueno"
"Athletico-PR","Amarelo","Fernando Augusto Pereira Bueno Júnior"
"Coritiba","Amarelo","Bruno Gomes"
"America-MG","Amarelo","Aloísio dos Santos Gonçalves"
"America-MG","Amarelo","Ricardo Silva"
"Goias","Amarelo","Dodô"
"Goias","Amarelo","Matheus Peixoto"
"Goias","Amarelo","Willian"
"Botafogo-RJ","Amarelo","Fernando Marçal"
"Goias","Amarelo","Zé Ricardo"
"Goias","Amarelo","Lucas Halter"
"Goias","Amarelo","Magno Jose da Silva"
"Botafogo-RJ","Amarelo","Adryelson"
"Botafogo-RJ","Amarelo","Luis Segovia"
"Bahia","Amarelo","Ryan"
"Goias","Amarelo","Alesson"
"Goias","Amarelo","Magno Jose da Silva"
"Goias","Amarelo","Zé Ricardo"
"Bragantino","Amarelo","Jadsom"
"Bragantino","Amarelo","Cleiton Schwengber"
"Athletico-PR","Amarelo","Agustín Canobbio"
"Bragantino","Amarelo","Eduardo Sasha"
"Athletico-PR","Amarelo","Thiago Andrade"
"Athletico-PR","Amarelo","Madson"
"Vasco","Amarelo","Pedro Raul"
"Vasco","Amarelo","Figueiredo"
"Vasco","Amarelo","Jair Rodrigues Júnior"
"Vasco","Amarelo","Cauan Barros"
"America-MG","Amarelo","Márcio Almeida de Oliveira"
"America-MG","Amarelo","Danilo Avelar"
"Fortaleza","Amarelo","Brayan Ceballos"
"America-MG","Amarelo","Lucas Kal"
"America-MG","Amarelo","Renato Marques"
"Fortaleza","Amarelo","Moisés Vieira da Veiga"
"Botafogo-RJ","Amarelo","Víctor Cuesta"
"Botafogo-RJ","Amarelo","Tiquinho Soares"
"Fluminense","Amarelo","Leanderson da Silva Genésio"
"Botafogo-RJ","Amarelo","Carlos Eduardo de Oliveira Alves"
"Botafogo-RJ","Amarelo","Fernando Marçal"
"Fluminense","Amarelo","Nino"
"Coritiba","Vermelho","Zé Roberto"
"Coritiba","Amarelo","Robson Fernandes"
"Coritiba","Amarelo","Zé Roberto"
"Atletico-MG","Amarelo","Renzo Saravia"
"Atletico-MG","Amarelo","Mauricio Lemos"
"Atletico-MG","Amarelo","Hyoran"
"Atletico-MG","Amarelo","Igor Gomes"
"Atletico-MG","Vermelho","Mauricio Lemos"
"Coritiba","Amarelo","Natanael"
"Coritiba","Amarelo","Liziero"
"Atletico-MG","Amarelo","Eduardo Vargas"
"Atletico-MG","Amarelo","Hulk"
"Atletico-MG","Amarelo","Patrick"
"Santos","Amarelo","Douglas Moreira"
"Palmeiras","Amarelo","Raphael Cavalcante Veiga"
"Santos","Amarelo","Daniel Ruiz Rivera"
"Santos","Amarelo","Ângelo Gabriel"
"Corinthians","Amarelo","Bruno Méndez"
"Corinthians","Amarelo","Cássio Ramos"
"Gremio","Vermelho","Walter Kannemann"
"Internacional","Amarelo","Gustavo Campanharo"
"Gremio","Amarelo","Walter Kannemann"
"Cuiaba","Amarelo","Fernando Sobral"
"Cuiaba","Amarelo","Wellington Alves da Silva"
"Cruzeiro","Amarelo","Gilberto Oliveira Souza Junior"
"Cuiaba","Amarelo","Denilson"
"Athletico-PR","Amarelo","Vitor Bueno"
"Gremio","Amarelo","André Henrique"
"Gremio","Amarelo","Adriel"
"Athletico-PR","Amarelo","Thiago Heleno"
"Gremio","Amarelo","Gustavo Martins"
"Gremio","Amarelo","Reinaldo Manoel da Silva"
"Fortaleza","Amarelo","João Ricardo Riedi"
"Vasco","Amarelo","Manuel Capasso"
"Fortaleza","Amarelo","Yago Pikachu"
"Fortaleza","Amarelo","Hércules"
"Flamengo","Amarelo","Gerson Santos da Silva"
"Flamengo","Amarelo","Thiago Maia"
"Cruzeiro","Amarelo","William de Asevedo Furtado"
"Cruzeiro","Amarelo","Rafael Cabral Barbosa"
"Flamengo","Amarelo","Ayrton Lucas Dantas de Medeiros"
"Flamengo","Amarelo","Gabriel Barbosa"
"Cruzeiro","Amarelo","Matheus Jussa"
"Cruzeiro","Amarelo","Igor Formiga"
"Cruzeiro","Amarelo","Wesley Ribeiro Silva"
"Cuiaba","Amarelo","Patric"
"Cuiaba","Amarelo","Raniele"
"Coritiba","Amarelo","Matheus Bianqui"
"Coritiba","Amarelo","Gabriel Vasconcellos Ferreira"
"Cuiaba","Amarelo","Alan Empereur"
"Coritiba","Amarelo","Benjamín Kuscevic"
"Coritiba","Amarelo","Bruno Viana"
"Coritiba","Amarelo","Wesley Pombo"
"Sao Paulo","Amarelo","Alan Franco"
"Goias","Amarelo","Fellipe Bastos"
"Goias","Amarelo","Lucas Halter"
"Sao Paulo","Amarelo","Wellington Rato"
"Goias","Amarelo","Bruno Santos"
"Goias","Amarelo","Diego"
"Internacional","Amarelo","Gustavo Campanharo"
"Bahia","Amarelo","Everaldo Stum"
"Bahia","Amarelo","Ryan"
"Corinthians","Amarelo","Cássio Ramos"
"Corinthians","Amarelo","Matheus Bidu"
"Fluminense","Amarelo","Samuel Xavier"
"Corinthians","Amarelo","Fausto Vera"
"Corinthians","Amarelo","Carlos Gilberto do Nascimento Silva"
"Fluminense","Amarelo","Felipe Melo"
"Bragantino","Amarelo","Hélio Junio Nunes de Castro"
"Bragantino","Amarelo","Matheus Fernandes"
"Santos","Amarelo","Deivid Washington"
"Atletico-MG","Amarelo","Cristian Pavón"
"Palmeiras","Amarelo","Vanderlan"
"Palmeiras","Amarelo","Gabriel Menino"
"Atletico-MG","Amarelo","Matías Zaracho"
"Atletico-MG","Amarelo","Nathanael Ananias da Silva"
"Palmeiras","Amarelo","Raphael Cavalcante Veiga"
"Botafogo-RJ","Amarelo","Fernando Marçal"
"America-MG","Amarelo","Márcio Almeida de Oliveira"
"America-MG","Amarelo","Renato Marques"
"Botafogo-RJ","Amarelo","Víctor Cuesta"
"America-MG","Amarelo","Iago Maidana"
"Fortaleza","Amarelo","Vinicius Zanocelo"
"Bahia","Amarelo","Neuciano Gusmão"
"Fortaleza","Amarelo","Cristian Chagas Tarouco"
"Bahia","Amarelo","Everaldo Stum"
"Bahia","Amarelo","Nicolás Acevedo"
"Athletico-PR","Amarelo","David Terans"
"Athletico-PR","Amarelo","Alex Paulo Menezes Santana"
"Botafogo-RJ","Amarelo","Kayque"
"Athletico-PR","Amarelo","Pedro Henrique Ribeiro Gonçalves"
"Botafogo-RJ","Amarelo","Rafael Pereira da Silva"
"Cruzeiro","Amarelo","Neris"
"Cruzeiro","Amarelo","Wallisson Luiz"
"Cruzeiro","Amarelo","Matheus Jussa"
"Atletico-MG","Amarelo","Hulk"
"Atletico-MG","Amarelo","Hyoran"
"Cruzeiro","Amarelo","Luciano Castán"
"Cruzeiro","Amarelo","Neto"
"Cruzeiro","Amarelo","Gabriel José Ferreira Mesquita"
"Atletico-MG","Amarelo","Renzo Saravia"
"Atletico-MG","Amarelo","Éverson Felipe Marques Pires"
"Atletico-MG","Amarelo","Otávio Henrique Passos Santos"
"America-MG","Amarelo","Juninho"
"Santos","Amarelo","Joaquim Henrique"
"Internacional","Amarelo","Jean Dias"
"Internacional","Amarelo","Johnny Cardoso"
"Santos","Amarelo","Rodrigo Fernández"
"Internacional","Amarelo","Nicolás Hernández"
"Internacional","Amarelo","Alan Patrick"
"Fluminense","Amarelo","Felipe Melo"
"Fluminense","Amarelo","Paulo Henrique Ganso"
"Bragantino","Amarelo","Matheus Fernandes"
"Fluminense","Amarelo","Samuel Xavier"
"Fluminense","Amarelo","Lima"
"Fluminense","Amarelo","Nino"
"Bragantino","Amarelo","Luan Patrick"
"Gremio","Amarelo","Mila"
"Sao Paulo","Amarelo","Alan Franco"
"Gremio","Amarelo","Reinaldo Manoel da Silva"
"Goias","Amarelo","Guilherme"
"Cuiaba","Amarelo","Matheus Alexandre Anastácio de Souza"
"Goias","Amarelo","Magno Jose da Silva"
"Cuiaba","Amarelo","Marllon Borges"
"Cuiaba","Amarelo","Raniele"
"Palmeiras","Amarelo","Jhonatan dos Santos Rosa"
"Palmeiras","Amarelo","Gustavo Gómez"
"Coritiba","Amarelo","Júnior Urso"
"Coritiba","Amarelo","Andrey"
"Coritiba","Amarelo","Bruno Viana"
"Palmeiras","Amarelo","Luan Garcia Teixeira"
"Palmeiras","Amarelo","José Rafael Vivian"
"Coritiba","Amarelo","Henrique Adriano Buss"
"Coritiba","Amarelo","Benjamín Kuscevic"
"Vasco","Amarelo","Alex Teixeira"
"Vasco","Amarelo","Manuel Capasso"
"Coritiba","Amarelo","Robson Fernandes"
"Santos","Amarelo","Guilherme Camacho"
"Santos","Vermelho","Guilherme Camacho"
"Coritiba","Amarelo","Victor Luis"
"Coritiba","Amarelo","Thiago Dombroski"
"Atletico-MG","Amarelo","Mariano"
"Bragantino","Amarelo","Cleiton Schwengber"
"Bragantino","Amarelo","Lucas Evangelista"
"Atletico-MG","Amarelo","Mauricio Lemos"
"Bragantino","Amarelo","Léo Realpe"
"Bahia","Amarelo","Kanu"
"Bahia","Amarelo","Julio Cesar de Rezende Miranda"
"Cruzeiro","Amarelo","Wallisson Luiz"
"Bahia","Amarelo","Danilo Fernandes"
"Bahia","Amarelo","Ryan"
"Bahia","Amarelo","Kayky"
"Corinthians","Amarelo","Ruan Oliveira"
"Cuiaba","Amarelo","Denilson"
"Corinthians","Amarelo","Maycon de Andrade Barberan"
"Cuiaba","Amarelo","Fernando Sobral"
"Cuiaba","Amarelo","Deyverson"
"Botafogo-RJ","Amarelo","Carlos Eduardo de Oliveira Alves"
"Fortaleza","Amarelo","José Welison"
"Fortaleza","Amarelo","Thiago Galhardo"
"Botafogo-RJ","Amarelo","Tiquinho Soares"
"Botafogo-RJ","Amarelo","Rafael Pereira da Silva"
"Fortaleza","Amarelo","Caio Alexandre"
"America-MG","Amarelo","Márcio Almeida de Oliveira"
"Athletico-PR","Amarelo","Erick Luis Conrado Carvalho"
"Athletico-PR","Amarelo","Vitor Roque"
"America-MG","Amarelo","Aloísio dos Santos Gonçalves"
"Athletico-PR","Amarelo","Bento Matheus Krepski"
"Athletico-PR","Amarelo","Agustín Canobbio"
"Sao Paulo","Vermelho","Pablo Maia"
"Sao Paulo","Amarelo","Rodriguinho"
"Palmeiras","Amarelo","Artur Victor Guimarães"
"Sao Paulo","Amarelo","Pablo Maia"
"Sao Paulo","Amarelo","David Corrêa da Fonseca"
"Internacional","Amarelo","Matheus Dias"
"Vasco","Amarelo","Jair Rodrigues Júnior"
"Internacional","Amarelo","Rodrigo Moledo"
"Vasco","Amarelo","Robson Bambu"
"Vasco","Amarelo","Lucas Piton"
"Gremio","Amarelo","Walter Kannemann"
"Gremio","Amarelo","Bruno Uvini"
"Gremio","Amarelo","Luis Alberto Suárez"
"Goias","Amarelo","Willian"
"Fluminense","Amarelo","David Braz"
"Fluminense","Amarelo","Germán Cano"
"Goias","Amarelo","Guilherme"
"Goias","Amarelo","Zé Ricardo"
"Fluminense","Amarelo","Fábio Deivson Lopes Maciel"
"Cruzeiro","Amarelo","Wallisson Luiz"
"Cruzeiro","Amarelo","Luciano Castán"
"Fortaleza","Amarelo","Emanuel Brítez"
"Fortaleza","Amarelo","José Welison"
"Cruzeiro","Amarelo","Marlon Rodrigues Xavier"
"Cruzeiro","Amarelo","Machado"
"Fortaleza","Amarelo","Caio Alexandre"
"Fortaleza","Amarelo","Guilherme"
"Sao Paulo","Amarelo","Gabriel Neves"
"Athletico-PR","Amarelo","Thiago Heleno"
"Sao Paulo","Amarelo","Caio Paulista"
"Sao Paulo","Amarelo","Jonathan Calleri"
"Athletico-PR","Amarelo","Alex Paulo Menezes Santana"
"Santos","Amarelo","Douglas Moreira"
"Corinthians","Amarelo","Guilherme Biro"
"Corinthians","Amarelo","Matheus Bidu"
"Santos","Amarelo","Rodrigo Fernández"
"Corinthians","Amarelo","Fagner"
"Corinthians","Amarelo","Yuri Alberto"
"Fluminense","Amarelo","John Kennedy"
"Atletico-MG","Amarelo","Guilherme Arana"
"Atletico-MG","Amarelo","Rodrigo Battaglia"
"Fluminense","Amarelo","André"
"Atletico-MG","Amarelo","Hulk"
"Atletico-MG","Amarelo","Hyoran"
"Bahia","Amarelo","Everaldo Stum"
"Bahia","Amarelo","Ademir"
"Palmeiras","Amarelo","Breno Lopes"
"Palmeiras","Amarelo","Endrick"
"Bahia","Amarelo","Kayky"
"Bahia","Amarelo","Vinicius Mingotti"
"Palmeiras","Amarelo","Gabriel Menino"
"America-MG","Amarelo","Éder"
"America-MG","Vermelho","Éder"
"America-MG","Amarelo","Mateus Henrique"
"Cuiaba","Amarelo","Matheus Alexandre Anastácio de Souza"
